Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars
GAGAKU,GAGAKU 45L/80L Foldable Travel Sport Duffel Bag Packable Lightweight Duffle Large Flight Cabin Bags - Black,19.99,45L Black; 80L Black,13 customer reviews,4.7 out of 5 stars,NA,Product Dimensions:  26.4 x 11.8 x 15.8 inches; Shipping Weight:  15.5 ounces (View shipping rates and policies); ASIN:  B06Y2T54QP; ; Item model number:  GGKDB1624; Date first available at Amazon.com:  July 18 2017; Amazon Best Sellers Rank:  #20299 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#41 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #41 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 13 customer reviews,5 star (69%),4 star (31%),N/A,N/A,N/A
Lightning X Products,Lightning X Fireman Premium 3XL Firefighter Rescue Step-In Turnout Fire Gear Bag w/ Shoulder Strap & Helmet Pocket,65.80,Black; Red,155 customer reviews,4.4 out of 5 stars,NA,Package Dimensions:  21 x 21 x 5 inches; Shipping Weight:  5.25 pounds (View shipping rates and policies); ASIN:  B00D649A76; ; Date first available at Amazon.com:  May 24 2013; Amazon Best Sellers Rank:  #51953 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#91 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #91 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 155 customer reviews,5 star (75%),4 star (12%),3 star (1%),2 star (5%),1 star (7%)
Travelers Club,Travelers Club 36" ADVENTURE Rolling 2-Tone Multi-Pocket X-Large Packing Capacity Duffel with BONUS Bottom Compartment Yellow and Black Color Option,45.59,Black; Navy and Gray; Yellow and Black,163 customer reviews,3.0 out of 5 stars,Product Dimensions: 36 x 14.5 x 14 inches; Item Weight: 4.38 pounds; Shipping Weight: 6.08 pounds (View shipping rates and policies); Department: unisex-adult; Manufacturer: Travelers Club Luggage; ASIN: B008NX62JE; Domestic Shipping: Item can be shipped within U.S.; International Shipping: This item can be shipped to select countries outside of the U.S. Learn More; California residents: Click here for Proposition 65 warning; Item model number: 57036700; Customer Reviews: 163 customer reviews3.0 out of 5 stars,NA,5 star (26%),4 star (17%),3 star (13%),2 star (12%),1 star (32%)
bago,Bago Duffel Bag Convertible to Backpack. Multipurpose Traveling Backpacking or Sports Equipment Rucksack for Men and Women. Durable and Collapsible Duffle for Flight and Travel,59.95,Black; Brown,155 customer reviews,4.4 out of 5 stars,NA,Package Dimensions:  12.1 x 9.9 x 6.1 inches; Shipping Weight:  4.25 pounds (View shipping rates and policies); ASIN:  B018UJX61C; ; Item model number:  Duffle-Gear-Brown; Date first available at Amazon.com:  December 1 2015; Amazon Best Sellers Rank:  #90629 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#170 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; #170 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; Average Customer Review: 155 customer reviews,5 star (71%),4 star (20%),3 star (5%),2 star (2%),1 star (2%)
Polare,Polare 23'' Duffle Full Grain Leather Weekender Travel Duffel luggage Bag,179.99,Black; Dark Brown; Reddish Brown,41 customer reviews,4.9 out of 5 stars,NA,Product Dimensions:  22.8 x 10.2 x 12.5 inches; Shipping Weight:  5.7 pounds (View shipping rates and policies); ASIN:  B06XVTDSGV; ; Item model number:  10464499; Date first available at Amazon.com:  March 26 2017; Amazon Best Sellers Rank:  #71915 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#129 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #129 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 41 customer reviews,5 star (90%),4 star (10%),N/A,N/A,N/A
Venum,Venum "Trainer Lite" Sport Bag,61.98,Black; Black/Black; Black/NeoYellow; Red; Red Devil; Tramo,145 customer reviews,3.8 out of 5 stars,NA,Product Dimensions:  26.8 x 13 x 10.2 inches ; 3 pounds; Shipping Weight:  3 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item can be shipped to select countries outside of the U.S. Learn More; ASIN:  B0178P9K5A; Item model number:  US-VENUM-2123-BLK/BLK; Average Customer Review: 145 customer reviews; Amazon Best Sellers Rank:  #17563 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#1 in Sports & Outdoors > Sports & Fitness > Other Sports > Martial Arts > Equipment Bags; #1 in Sports & Outdoors > Sports & Fitness > Other Sports > Martial Arts > Equipment Bags,5 star (66%),4 star (10%),3 star (7%),2 star (5%),1 star (12%)
FUNFEL,Travel Foldable Duffel Bag for Women & Men Waterproof Lightweight travel Luggage bag for Sports Gym Vacation,10.99,II-Mint Green; II-Navy Blue; II-Pink; II-Wine Red; Mint Green; Violet,19 customer reviews,4.4 out of 5 stars,NA,Package Dimensions:  8.2 x 6.7 x 1.7 inches; Shipping Weight:  7.5 ounces (View shipping rates and policies); ASIN:  B0739NQ4Z9; ; Item model number:  10452500; Date first available at Amazon.com:  June 20 2017; Amazon Best Sellers Rank:  #7276 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#12 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #12 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 19 customer reviews,5 star (74%),4 star (16%),3 star (5%),N/A,1 star (5%)
H&N,H&N Fashion Waterproof Handbag Travel Bag with Foldable Storage Duffle Bag,7.88,Dark Blue; Light Blue; Pink; Wine,19 customer reviews,3.9 out of 5 stars,NA,Package Dimensions:  7 x 7 x 1 inches; Shipping Weight:  5.6 ounces (View shipping rates and policies); ASIN:  B073WT99NG; ; Item model number:  LJYXS200022-pink; Date first available at Amazon.com:  September 27 2017; Amazon Best Sellers Rank:  #21292 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#22 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #22 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 19 customer reviews,5 star (63%),4 star (11%),3 star (5%),2 star (16%),1 star (5%)
HiPack,36" Rolling Wheeled Duffle Bag Spinner Suitcase Luggage Expandable (36 Inch Black),22.95,,40 customer reviews,3.1 out of 5 stars,NA,Product Dimensions:  21.5 x 13.5 x 36 inches; Shipping Weight:  4.2 pounds (View shipping rates and policies); ASIN:  B013MDCA68; ; Item model number:  LYSB013MDCA68-OFFSUPPLIES; Date first available at Amazon.com:  August 8 2015; Amazon Best Sellers Rank:  #36733 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#64 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #64 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 40 customer reviews,5 star (28%),4 star (18%),3 star (17%),2 star (12%),1 star (25%)
,Fila Fila 32" Large Lightweight Rolling Duffel Bag,55.99,Black; Blue; Neon Lime; Red,82 customer reviews,3.3 out of 5 stars,NA,Product Dimensions:  32 x 13 x 17.5 inches; Shipping Weight:  6.1 pounds (View shipping rates and policies); ASIN:  B019RTVZ8U; ; Item model number:  FL-LUD-532; Date first available at Amazon.com:  January 14 2016; Amazon Best Sellers Rank:  #52877 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#94 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #94 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 82 customer reviews,5 star (43%),4 star (18%),3 star (6%),2 star (9%),1 star (24%)
,Vera Bradley Large Duffel Microfiber,108.00,Canyon Sunset; Charcoal; Classic Black; Hawthorn Rose; Turquoise Sea,18 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  21 x 13 x 2 inches; Shipping Weight:  1.6 pounds (View shipping rates and policies); ASIN:  B01E78JJWA; ; Item model number:  15460; Date first available at Amazon.com:  July 15 2016; Amazon Best Sellers Rank:  #45674 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry); Average Customer Review: 18 customer reviews,5 star (83%),4 star (6%),N/A,N/A,1 star (11%)
HOOK & ALBERT,Hook & Albert Garment Weekender Bag,395.00,Black; Dark Gray; Navy,31 customer reviews,4.1 out of 5 stars,NA,Product Dimensions:  10 x 22 x 13 inches; Shipping Weight:  4.95 pounds (View shipping rates and policies); ASIN:  B075H526PZ; ; Item model number:  GWBTWL-BLK-OS; Date first available at Amazon.com:  March 1 2017; Amazon Best Sellers Rank:  #230877 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#96 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; #96 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Garment Bags; Average Customer Review: 31 customer reviews,5 star (48%),4 star (23%),3 star (19%),2 star (10%),N/A
,Everest Luggage Sporty Gear Bag,29.89,Black; 20; Burgundy; Grey; Navy/Black; Orange; Purple; Red/Black; Royal Blue; Set of Black and Purple,445 customer reviews,3.8 out of 5 stars,NA,Package Dimensions:  17 x 10 x 3.5 inches; Shipping Weight:  1.75 pounds (View shipping rates and policies); ASIN:  B019WVK3FE; ; Date first available at Amazon.com:  December 28 2015; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #44657 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#106 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; #106 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; Average Customer Review: 445 customer reviews,5 star (45%),4 star (23%),3 star (14%),2 star (7%),1 star (11%)
,Eagle Creek Cargo Hauler Duffel 90L - Large,87.20,Black; Blue/Grey; Cherry/Grey; Concord/Asphalt; Fern/Asphalt; Fern/Grey; Flame/Asphalt; Orange/Grey,25 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  14.5 x 28.8 x 12.5 inches; Shipping Weight:  2.3 pounds (View shipping rates and policies); ASIN:  B010AOPHOO; ; Item model number:  EC020585010; Date first available at Amazon.com:  January 4 2016; Amazon Best Sellers Rank:  #174621 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#295 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #295 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 25 customer reviews,5 star (76%),4 star (12%),N/A,2 star (12%),N/A
,Vera Bradley Grand Traveler Bag,102.00,Black; Bandana Swirl; Blanco Bouquet with Black Interior; Blush Pink; Camo Cat; Camo Floral; Camo Floral with Black Interior; Caribbean Sea with Navy Interior; Chandelier Floral; Cobalt Tile; Doodle Daisy; Ellie Flowers; Espresso; Fire Red; Floral Fiesta; Happy Snails with Solid Navy Interior; Impressionista; Indigo Pop with Solid Blue Interior; Java Floral; Lilac Tapestry; Lola Lace with Solid Pink Interior; Lucky You; Night & Day with Black Interior; Nomadic Blossoms; Nomadic Floral; Painted Feathers; Parisian Paisley / Black Interior; Pink Swirls with Pink Interior; Pirouette Pink; Pixie Blooms; Pop Art; Priscilla Pink; Ribbons with Solid Pink Interior; Rio; Rio with Navy Interior; Rosewood; Sierra Stream; Sierra with Black Interior; Silhouette Floral; Stamped Paisley; Tango Red; Tribal Valley; Wildflower Garden with Black Interior; Ziggy Zinnia,154 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  21 x 9.5 x 14.5 inches; Shipping Weight:  3.2 pounds (View shipping rates and policies); ASIN:  B00WIPL6E4; ; Item model number:  11889297; Date first available at Amazon.com:  August 25 2015; ; Domestic Shipping:  Currently item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments please check with the manufacturer regarding warranty and support issues.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #70434 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#127 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #127 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 154 customer reviews,5 star (87%),4 star (7%),3 star (4%),2 star (1%),1 star (1%)
Red Rock Outdoor Gear,Red Rock Outdoor Gear Traveler Duffle Bag,78.02,ACU; Black; Coyote; Olive Drab,147 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  25 x 13 x 11.5 inches ; 1 pounds; Shipping Weight:  4.2 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; ASIN:  B0085P717W; Item model number:  9005380; Average Customer Review: 147 customer reviews; Amazon Best Sellers Rank:  #48392 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#196 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #196 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels,5 star (72%),4 star (17%),3 star (3%),2 star (4%),1 star (4%)
Komal's Passion Leather,Komal's passion Leather 24 inch U Zip Duffel holdall Travel sports Overnight Weekend Leather Bag for gym Sports Cabin,84.99,,54 customer reviews,4.6 out of 5 stars,NA,Package Dimensions:  12 x 10 x 6 inches; Shipping Weight:  4.25 pounds (View shipping rates and policies); ASIN:  B00WRX41IA; ; Item model number:  10456782; Date first available at Amazon.com:  April 28 2015; Amazon Best Sellers Rank:  #117729 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#202 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #202 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 54 customer reviews,5 star (89%),4 star (2%),3 star (2%),2 star (4%),1 star (3%)
,Vera Bradley Iconic Small Duffel Signature Cotton,78.00,Falling Flowers; Modern Medley; Painted Medallions; Rain Forest; Rumba; Santiago; snow lotus; winter berry,12 customer reviews,4.6 out of 5 stars,NA,Package Dimensions:  12.4 x 9.7 x 4.3 inches; Shipping Weight:  1 pounds (View shipping rates and policies); ASIN:  B075F9MRJ5; ; Item model number:  23162; Date first available at Amazon.com:  October 13 2017; ; Domestic Shipping:  Currently item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments please check with the manufacturer regarding warranty and support issues.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #36438 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#63 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #63 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 12 customer reviews,5 star (84%),4 star (8%),3 star (8%),N/A,N/A
,World Traveler Duffle Bag Zebra Print Collection - 16 Inch,24.99,,441 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  16 x 9 x 11 inches; Shipping Weight:  1.89 pounds (View shipping rates and policies); ASIN:  B00VWKYMS8; ; Item model number:  81T16-589; Date first available at Amazon.com:  June 8 2012; Amazon Best Sellers Rank:  #24971 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#47 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #47 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 441 customer reviews,5 star (72%),4 star (14%),3 star (8%),2 star (2%),1 star (4%)
,Nicole Miller Sharon City Duffel Bags,54.85,Black; Burgundy; Teal; Woven Purple; Woven Teal,136 customer reviews,4.3 out of 5 stars,NA,Product Dimensions:  21 x 12 x 10 inches; Shipping Weight:  3.05 pounds (View shipping rates and policies); ASIN:  B0106LWPO6; ; Item model number:  N3543; Date first available at Amazon.com:  June 22 2015; Amazon Best Sellers Rank:  #75498 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#134 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #134 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 136 customer reviews,5 star (76%),4 star (9%),3 star (6%),2 star (3%),1 star (6%)
SENLI,SENLI Luggage Rolling Duffle trolley bag travel bag tote Carry-On,NA,Black; Bears; Colorful stripe; Grey bear; Grey grid; Red; Red stripe; coffee English,104 customer reviews,3.6 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; ASIN:  B01MT04YQS; ; Date first available at Amazon.com:  December 16 2016; Amazon Best Sellers Rank:  #34765 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#58 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #58 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 104 customer reviews,5 star (44%),4 star (20%),3 star (11%),2 star (9%),1 star (16%)
MIER,MIER Travel Duffel Bag Carry On for Men and Women Weekend Overnight Bag 21" Large,NA,black; grey,52 customer reviews,4.2 out of 5 stars,NA,Package Dimensions:  21.6 x 14.4 x 2.6 inches; Shipping Weight:  1.85 pounds (View shipping rates and policies); ASIN:  B01F77BWG6; ; Item model number:  MP0350102; Date first available at Amazon.com:  May 5 2016; Amazon Best Sellers Rank:  #278881 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#468 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #468 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 52 customer reviews,5 star (73%),4 star (13%),3 star (4%),2 star (2%),1 star (8%)
